"imgName","leftName","upName","rightName","downName"
"b1_f01210.png","b1_f01201.png","b1_f01032.png","b1_f01211.png","b1_f01212.png"
"b1_f01211.png","b1_f01210.png","b1_f01033.png","b1_f01300.png","b1_f01213.png"
"b1_f01300.png","b1_f01211.png","b1_f01122.png","b1_f01301.png","b1_f01302.png"
"b1_f01301.png","b1_f01300.png","b1_f01123.png","b1_f01310.png","b1_f01303.png"
"b1_f01310.png","b1_f01301.png","b1_f01132.png","b1_f01311.png","b1_f01312.png"
"b1_f01311.png","b1_f01310.png","b1_f01133.png","b1_f10200.png","b1_f01313.png"
"b1_f10200.png","b1_f01311.png","b1_f10022.png","b1_f10201.png","b1_f10202.png"
"b1_f10201.png","b1_f10200.png","b1_f10023.png","b1_f10210.png","b1_f10203.png"
"b1_f10210.png","b1_f10201.png","b1_f10032.png","b1_f10211.png","b1_f10212.png"
"b1_f10211.png","b1_f10210.png","b1_f10033.png","b1_f10300.png","b1_f10213.png"
